parcelid,bathroomcnt,bedroomcnt,sqft,garagecarcnt,latitude,longitude,lotsizesqft,regionidzip,numstories,yearbuilt,price
14165480,6.5,5,6624,4,33899353,-117796195,41662,97078,1,2003,2903774
14165520,5.5,5,4524,4,33898711,-117798838,40992,97078,1,2002,2243902
14165505,6.5,5,6624,4,33900891,-117800702,41167,97078,1,2004,236532
14165528,6.5,5,6624,4,33899155,-117800244,39753,97078,1,2002,2929758
14165473,4.5,4,4116,4,33900588,-117799502,39004,97078,1,2004,1759806
14166278,6.5,4,4613,4,33906115,-117794118,21284,97078,1,2005,1696343
14165498,4.5,4,4116,4,33898459,-117801369,44126,97078,1,2002,2474927
14166257,5.5,4,4157,4,33905124,-117798061,20723,97078,1,2004,1515435
14190846,2,4,1711,4,33880202,-117805678,33178,97078,1,1963,297804
14183843,3,4,2859,4,33882922,-117827009,16500,97078,1,1977,757124
14166337,5.5,4,4157,4,33904461,-117791971,16310,97078,1,2005,1664377
14166316,5.5,4,4157,4,33904215,-117795106,24091,97078,1,2005,1444340
14164865,4,4,4986,4,33898785,-117807404,16500,97078,1,2004,1014824
14164783,4.5,4,4500,4,33892894,-117802160,30004,97078,1,1990,1433995
14166273,6.5,4,4613,4,33905313,-117795582,18800,97078,1,2005,1762328
14195759,5.5,4,5769,4,33900555,-117769776,43560,97078,1,1987,2163683
14167768,4,4,2673,4,33897278,-117837218,17400,97078,1,1961,683452
14165328,4,4,4530,4,33890914,-117793938,52272,97078,1,1991,722659
14168015,3,4,3483,4,33894799,-117828075,11461,97078,1,2003,837501
14166209,5.5,4,4237,4,33901360,-117796977,21969,97078,1,2004,1492737
14193651,3,4,3404,4,33882094,-117783739,10900,97078,1,1981,493132
14168063,2,4,1590,4,33893701,-117833422,10283,97078,1,1963,68929
14166188,5.5,4,4157,4,33902375,-117795664,25759,97078,1,2004,1272752
14166311,5.5,4,4157,4,33903444,-117794463,18888,97078,1,2005,1739697
14189871,3.5,4,3843,4,33881364,-117795913,15194,97078,1,2013,945044
14163510,5.5,4,5011,4,33905866,-117813138,9790,97078,1,2008,1573000
14163520,4.5,4,5011,4,33905837,-117811347,8199,97078,1,2007,1527951
14196129,2.5,4,2955,4,33898614,-117772362,35200,97078,1,1983,718855
14168672,2,4,1867,4,33892809,-117823169,12194,97078,1,1961,305815
14166225,5.5,4,4157,4,33902297,-117799353,15505,97078,1,2005,1733747
14200007,3,4,3348,4,33900308,-117766485,12000,97078,1,1987,1192798
14166204,5.5,4,4157,4,33900455,-117795680,27344,97078,1,2004,1461674
14166327,5.5,4,4157,4,33904542,-117793386,29723,97078,1,2005,1615433
14190640,5.5,4,5533,4,33875692,-117802683,22078,97078,1,2002,1314588
14191330,2,4,1404,4,33878819,-117790806,8220,97078,1,1970,271298
14165479,4.5,4,5030,4,33899697,-117796382,58937,97078,1,2003,2220280
14190910,3,4,5107,4,33877633,-117799603,20350,97078,1,1984,577004
14165527,4.5,4,4116,4,33898821,-117800228,40260,97078,1,2002,1985203
14167918,2,4,1697,4,33894908,-117836145,15000,97078,1,1973,69594
14165467,3.5,4,4788,4,33899781,-117806504,18217,97078,1,2005,1870000
14185531,4.5,4,6478,4,33875946,-117821894,24740,97078,1,2007,1660187
14166220,6.5,4,4613,4,33902409,-117797964,16388,97078,1,2004,1470267
14168800,3,4,2649,4,33898738,-117830359,15500,97078,1,1977,423402
14187268,2.5,4,3078,4,33883479,-117821864,29000,97078,1,1987,591023
14168635,3.5,4,3716,4,33897219,-117834199,16800,97078,1,2000,876039
14166300,5.5,4,4157,4,33904365,-117795878,17683,97078,1,2005,1565034
14190635,4.5,4,4219,4,33875627,-117801396,26622,97078,1,1991,1103237
14186373,2,4,2019,4,33875379,-117815935,19672,97078,1,1965,106244
14165186,5,4,4637,4,33890371,-117798979,21390,97078,1,1984,1283858
14165209,4,4,3044,4,33892948,-117801220,16500,97078,1,1965,636297
14165450,3.5,4,3907,4,33896615,-117802232,14632,97078,1,1987,848015
14166338,4,4,3697,4,33904225,-117791783,15233,97078,1,2005,1492897
14190374,3.5,4,3154,4,33887504,-117804958,24132,97078,1,1977,1192918
14190316,3,4,2545,4,33885278,-117801110,15200,97078,1,1975,570177
14190492,3,4,2538,4,33876633,-117799702,22500,97078,1,1974,878998
14183871,4.5,4,3678,4,33882639,-117826917,18564,97078,1,2008,1145133
14187406,4.5,4,4566,4,33876149,-117809807,24975,97078,1,2009,1279122
14167157,3,4,2000,4,33901224,-117843218,24000,97078,1,1960,76222
14166333,5.5,4,4157,4,33903929,-117793193,21688,97078,1,2005,1746568
14165308,3.5,4,4830,4,33892757,-117795773,91476,97078,1,1980,2233550
14166189,5.5,4,4157,4,33902068,-117795316,37854,97078,1,2004,1273433
14190143,4,4,4457,4,33879724,-117793257,15000,97078,1,1962,794081
14165221,3.5,4,3444,4,33892506,-117797743,20040,97078,1,1974,634738
14195755,6,4,6869,4,33901168,-117767571,56628,97078,1,1987,2175132
14166247,5.5,4,4157,4,33903610,-117798440,21069,97078,1,2004,1628802
14164629,2.5,4,2845,4,33891174,-117807753,12000,97078,1,1974,487265
14164645,3,4,2374,4,33893808,-117807619,15267,97078,1,1976,538039
14186376,2,4,2110,4,33874840,-117815845,29254,97078,1,1959,705992
14166242,5.5,4,4157,4,33903087,-117799698,18757,97078,1,2005,1289955
14640204,2.5,3,2297,4,33905385,-117809409,0,97078,1,2013,717929
14167238,3,3,2547,4,33897179,-117841916,15225,97078,1,1961,775807
14640203,2.5,3,2427,4,33905385,-117809409,0,97078,1,2013,736335
14640216,2.5,3,2297,4,33905385,-117809409,0,97078,1,2013,690892
14190434,2,3,1671,4,33884252,-117803932,25200,97078,1,1963,908648
14190841,2,3,1734,4,33880231,-117807298,16833,97078,1,1991,183083
14640164,2.5,3,2427,4,33904377,-117809573,0,97078,1,2012,645730
14168041,4,3,4355,4,33892788,-117829044,17338,97078,1,2003,1497000
14640165,2.5,3,2427,4,33904377,-117809573,0,97078,1,2012,642922
14168048,4,3,3904,4,33894776,-117829105,10198,97078,1,2003,922830
14640167,2.5,3,2297,4,33904377,-117809573,0,97078,1,2012,641123
14190672,1.5,3,2751,4,33882560,-117806158,22148,97078,1,2000,583493
14165175,2,3,1908,4,33892058,-117799323,28540,97078,1,1963,774027
14640201,2.5,3,2427,4,33905385,-117809409,0,97078,1,2013,688629
14165323,7,3,6399,4,33890709,-117795516,24150,97078,1,1975,472815
14183880,2,3,1280,4,33880237,-117826706,13250,97078,1,1933,522853
14195690,3.5,3,5008,4,33902661,-117774863,43560,97078,1,1983,1266814
14165395,2,3,1206,4,33894411,-117805387,38475,97078,1,2015,705387
14196744,2,3,1567,4,33906740,-117770177,10000,97078,1,1983,284272
14640183,2.5,3,2427,4,33904881,-117809491,0,97078,1,2013,669632
14163941,3,3,2543,4,33898441,-117805734,28700,97078,1,1996,347123
14164672,2,3,1682,4,33895650,-117813452,7363,97078,1,1964,379905
14168031,4,3,4355,4,33893916,-117829724,18481,97078,1,2003,1244599
14167948,2,3,2643,4,33894665,-117833726,9300,97078,1,1965,405389
14164113,2.5,3,1644,4,33896952,-117822077,12760,97078,1,1976,543910
14640187,2.5,3,2297,4,33905385,-117809409,0,97078,1,2013,643745
14163807,3,3,2274,4,33900586,-117826713,8422,97078,1,1965,587259
14167541,2,3,1920,4,33889234,-117842410,22900,97078,1,1955,430396
14640202,2.5,3,2427,4,33904377,-117809573,0,97078,1,2013,723268
14190478,1,3,3327,4,33885829,-117803208,14384,97078,1,1959,203079
14195760,4.5,3,7076,4,33900693,-117770601,69696,97078,1,1985,2808636
14190251,2,3,2220,4,33888271,-117800530,21000,97078,1,1975,499054
14640200,2.5,3,2297,4,33905385,-117809409,0,97078,1,2013,673097
14640166,2.5,3,2427,4,33904377,-117809573,0,97078,1,2012,639607
14168042,4,3,4355,4,33893204,-117829024,15520,97078,1,2003,983696
14186893,3,3,2213,4,33883361,-117815509,35838,97078,1,1963,158057
14190267,3,3,2440,4,33886102,-117798855,16716,97078,1,1971,804988
14168010,4,3,3904,4,33895420,-117829014,10468,97078,1,2003,819711
14640212,2.5,3,2427,4,33905385,-117809409,0,97078,1,2013,659912
14167754,2,3,1567,4,33894940,-117840715,10084,97078,1,1973,620000
14640214,2.5,3,2427,4,33905385,-117809409,0,97078,1,2013,684923
14640247,2.5,3,2297,4,33905385,-117809409,0,97078,1,2014,658562
14187264,2,2,2192,4,33883069,-117822237,30492,97078,1,1985,305671
14200746,8.5,6,9308,4,33893373,-117738816,165528,97079,1,2003,2872996
14200542,3,5,4041,4,33889702,-117740745,16000,97079,1,1986,911507
14166790,4.5,5,4935,4,33886904,-117702710,39204,97079,1,2009,1378311
14166469,5.5,5,4916,4,33903791,-117756811,29054,97079,1,2003,1903593
14202722,5.5,5,10162,4,33893950,-117730002,52272,97079,1,2002,2350180
14200504,4.5,5,4405,4,33891146,-117744273,19500,97079,1,1988,1440000
14166451,5.5,5,5185,4,33907817,-117753086,36024,97079,1,2004,1794059
14166775,4.5,5,4656,4,33885860,-117703887,38410,97079,1,1997,1690000
14198837,3,5,2900,4,33879802,-117767400,18988,97079,1,1984,466023
14166467,5.5,5,5185,4,33903875,-117755837,59764,97079,1,2003,1360010
14166493,5.5,5,5185,4,33906925,-117754127,15682,97079,1,2004,1830808
14166870,4.5,5,4568,4,33885366,-117710457,15656,97079,1,1995,1274138
14202681,5.5,5,6180,4,33893415,-117736439,22000,97079,1,2004,2067708
14166515,5.5,5,4916,4,33904272,-117758195,69652,97079,1,2003,1865000
14200584,6.5,4,8221,4,33885367,-117739642,126324,97079,1,2009,1655711
14198809,2.5,4,2476,4,33881382,-117770190,19425,97079,1,1981,407668
14166502,4.5,4,5477,4,33907852,-117754245,28314,97079,1,2004,1734592
14166514,4,4,3727,4,33904344,-117757845,67431,97079,1,2003,1471968
14166478,3.5,4,4764,4,33905340,-117754876,24132,97079,1,2004,1400079
14200748,3.5,4,4514,4,33893918,-117738152,43560,97079,1,1993,1485455
14167059,3.5,4,4299,4,33882478,-117715003,29000,97079,1,1994,1242641
14167038,4.5,4,4393,4,33882906,-117712550,37000,97079,1,1994,1573368
14200511,4,4,4406,4,33889546,-117743222,19000,97079,1,1985,757804
14202676,5.5,4,6018,4,33894394,-117737659,19800,97079,1,1990,1596034
14201869,2.5,3,2956,4,33878298,-117715353,26600,97079,1,1989,677448
14166944,3,3,3693,4,33882955,-117711142,16200,97079,1,1992,681386
17068824,3.5,5,3107,4,34320384,-119378316,7978,97081,1,1968,288188
17068708,6,5,5416,4,34309788,-119355267,8181,97081,1,2011,1529605
17076233,5,5,5992,4,34281614,-119267826,37589,97081,1,2003,1886524
17076421,3.5,4,5296,4,34287425,-119286891,77972,97081,1,2001,1382421
17086236,4,4,2625,4,34255277,-119268963,3820,97081,1,2005,888803
17076420,5.5,4,6254,4,34286778,-119286822,76666,97081,1,2003,1526987
17068686,4.5,4,3772,4,34311340,-119358447,4659,97081,1,2000,575187
17076141,4,4,4586,4,34282720,-119275082,22462,97081,1,2006,1616422
17076196,3.5,4,3960,4,34281552,-119272001,11773,97081,1,1990,1059438
17076232,3.5,3,3962,4,34281217,-119268024,32221,97081,1,2003,1058036
17070510,2.5,3,1835,4,34327505,-119288858,20307,97081,2,1978,370006
17084915,3,3,4362,4,34261050,-119264758,7735,97081,1,1980,1025684
17077954,4,3,2798,4,34283789,-119266421,11718,97081,1,1968,1190862
17076201,2,3,2155,4,34281105,-119271306,8652,97081,1,1989,1229000
17081249,2,3,2159,4,34271487,-119272901,12099,97081,1,1976,565624
17078872,1,2,1291,4,34276504,-119267197,6737,97081,1,1929,399322
17073080,1,2,1148,4,34292473,-119295595,6229,97081,1,1931,44676
17071506,4,6,3445,4,34299793,-119208124,30433,97083,1,1975,501272
17089795,5,6,4657,4,34282625,-119196676,11392,97083,1,1991,1099308
17110843,2.5,5,2396,4,34254889,-119190553,6190,97083,1,1980,298073
17113853,4.5,5,3804,4,34256732,-119205920,9150,97083,1,2002,600588
17071612,3.5,4,2920,4,34294351,-119209358,12592,97083,1,1981,295409
17089830,3,4,2873,4,34283432,-119196396,9211,97083,1,1992,629601
17071357,3,4,2936,4,34292818,-119211323,11854,97083,1,1965,134344
17071545,2.5,4,2537,4,34297412,-119210392,15852,97083,1,1964,714211
17078408,1.5,4,1574,4,34276680,-119259623,6202,97083,1,1947,492919
17071213,3,4,3075,4,34288248,-119207065,33105,97083,1,1960,164561
17071449,3,4,2602,4,34300594,-119206869,26362,97083,1,1998,678358
17115308,3.5,4,2821,4,34258783,-119197468,29620,97083,1,1960,659650
17087675,2,3,2173,4,34274131,-119225695,15425,97083,1,1960,473749
17074365,2.5,3,2658,4,34299890,-119202925,17665,97083,1,1981,431252
17084228,1,3,1839,4,34267036,-119237585,12612,97083,1,1956,60816
17079050,1.5,3,1328,4,34273832,-119263738,6600,97083,1,1944,493989
17071827,2,3,1563,4,34290621,-119222062,11531,97083,1,1973,279529
17113868,2,3,1269,4,34254823,-119208292,7500,97083,1,1950,318589
17078577,2.5,3,2128,4,34275964,-119261454,12346,97083,1,1939,378993
17089868,3,3,4406,4,34285121,-119195142,9797,97083,1,1997,602975
17114136,2,2,1396,4,34257110,-119197920,9014,97083,1,1968,89115
17084405,2,2,1645,4,34269613,-119236582,7480,97083,1,1985,407313
17082887,1,2,1152,4,34277182,-119242310,18398,97083,1,1929,64678
17080392,1,1,560,4,34266912,-119263029,9549,97083,1,1949,272749
17094278,3,5,3419,4,34276388,-119163535,26857,97084,1,1912,905000
17107878,2.5,3,2463,4,34278744,-119156343,5252,97084,1,2004,615000
17091647,1.5,3,1120,4,34275485,-119175154,8067,97084,1,1968,132490
17094108,2,3,1564,4,34291966,-119164925,12649,97084,1,1960,284319
17094164,1,2,978,4,34283051,-119159318,10454,97084,1,1960,279064
17095317,1,2,1512,4,34283904,-119144116,11250,97084,1,1900,308911
17124949,8.5,7,7622,4,34229249,-119097309,43996,97089,1,2000,1641772
17125028,5.5,6,5820,4,34235557,-119088704,48787,97089,1,1998,1405536
17125421,3,6,2845,4,34246430,-119035469,20571,97089,1,1957,776666
17124801,3,6,4219,4,34230905,-119075575,75358,97089,1,1952,1234712
17123464,3,6,3504,4,34243045,-119043678,40760,97089,1,1956,430247
17125220,5,6,4828,4,34242821,-119071691,28150,97089,1,1985,1466332
17122871,2.5,6,2920,4,34241211,-119050498,19647,97089,1,1973,149328
17125372,5.5,6,4747,4,34249661,-119082738,47850,97089,1,1999,1669660
17126161,4.5,6,7605,4,34251285,-119048991,26962,97089,1,1980,1293298
17126314,4,6,4745,4,34250911,-119036076,64470,97089,1,1994,808934
17124789,4.5,5,5048,4,34228907,-119080909,58966,97089,1,2003,1763000
17126089,4,5,4299,4,34243985,-119050985,20000,97089,1,1990,947000
17104644,3.5,5,3892,4,34250509,-119060064,20000,97089,1,1969,624144
17104703,5.5,5,4967,4,34245205,-119071152,48350,97089,1,1990,1270902
17124971,5.5,5,5339,4,34228128,-119094871,42356,97089,1,1900,1112002
17104214,3.5,5,5003,4,34251558,-119078563,38889,97089,1,2004,1114722
17124833,4.5,5,4403,4,34230078,-119073096,26232,97089,1,2000,1432307
17125365,4.5,5,4097,4,34249583,-119085920,53070,97089,1,2003,777620
17125014,4.5,5,4958,4,34228607,-119086682,47916,97089,1,1999,1687847
17124939,4.5,5,4633,4,34228058,-119095857,44431,97089,1,1997,1650000
17104365,5.5,5,4444,4,34245384,-119081205,60984,97089,1,1964,1453000
17127873,7,5,7177,4,34238085,-119064315,147538,97089,1,1989,2466861
17124790,4.5,5,5048,4,34228884,-119081417,61720,97089,1,2003,1677502
17125354,4,5,5353,4,34248845,-119086645,46980,97089,1,1996,952017
17126143,3.5,5,4114,4,34250891,-119050253,59216,97089,1,1966,223471
17125318,3.5,5,5296,4,34228906,-119083850,43560,97089,1,1987,1278144
17124957,5.5,5,5109,4,34228899,-119095788,45738,97089,1,1999,1752792
17122896,4.5,5,6835,4,34242867,-119051798,73541,97089,1,2001,1175481
17104347,2.5,5,2712,4,34245920,-119078868,21100,97089,1,1964,783227
17125022,7.5,5,9912,4,34235979,-119087546,43996,97089,1,1996,2226670
17127502,3.5,5,3564,4,34243468,-119060543,45977,97089,1,1978,586729
17126261,4,5,3331,4,34249551,-119045026,23773,97089,1,2004,609333
17125367,5,5,4977,4,34250294,-119085199,50895,97089,1,1996,1105232
17125719,4,5,1917,4,34247288,-119026505,24640,97089,1,1984,359122
17124940,4.5,5,5424,4,34228123,-119096397,44867,97089,1,1997,1804000
17104535,3.5,5,3534,4,34251573,-119065243,20770,97089,1,1966,794166
17125633,2.5,4,2925,4,34240091,-119027327,11676,97089,1,2000,883266
17125037,3.5,4,4009,4,34233372,-119095066,44867,97089,1,1997,884667
17125040,4.5,4,4841,4,34232277,-119096057,43560,97089,1,1997,1782000
17124686,4,4,4059,4,34233634,-119076639,49658,97089,1,1994,1000125
17104197,2,4,2874,4,34253422,-119069275,24589,97089,1,1971,757221
17127509,3.5,4,3274,4,34241613,-119060901,46137,97089,1,1979,1077063
17122849,2,4,2470,4,34243675,-119049543,20093,97089,1,2002,387677
17123695,4.5,4,4201,4,34244038,-119042343,20036,97089,1,2016,529541
17124829,3,4,3999,4,34231247,-119073953,47373,97089,1,1954,1080555
17124901,3.5,4,3620,4,34244933,-119062881,44431,97089,1,1963,1068596
17124948,4,4,4327,4,34229568,-119097916,56192,97089,1,1998,263591
17124772,3,4,3908,4,34227840,-119081628,60548,97089,1,1990,1053979
17124988,3.5,4,4045,4,34225354,-119087384,43560,97089,1,1998,1194466
17122844,3,4,2913,4,34242938,-119051133,20185,97089,1,2005,497561
17124701,4,4,3844,4,34238736,-119067904,227383,97089,1,1953,1352302
17123773,3,4,3636,4,34244571,-119038748,20001,97089,1,2005,915000
17125352,4,4,4442,4,34249122,-119089358,95265,97089,1,2006,1418766
17124580,3.5,4,3786,4,34239785,-119073520,131115,97089,1,1960,610205
17125038,4.5,4,4017,4,34232993,-119095263,44867,97089,1,1999,1313000
17124812,2.5,4,4593,4,34230850,-119074744,48352,97089,1,1985,1272882
17125623,5,4,4067,4,34240303,-119027570,36400,97089,1,1964,821298
17123481,3.5,4,3187,4,34242229,-119043622,20000,97089,1,1992,677418
17123688,3,4,2765,4,34244157,-119041123,41056,97089,1,1956,519433
17127531,3.5,4,3148,4,34239720,-119059579,56628,97089,1,1975,628687
17125314,3.5,4,3874,4,34228853,-119085973,43560,97089,1,1984,1190861
17124614,3,4,3166,4,34240559,-119067112,43560,97089,1,1969,928603
17125235,4.5,4,4928,4,34242638,-119072568,27616,97089,1,1988,1164274
17125309,4.5,4,5326,4,34230194,-119084978,43560,97089,1,1988,1271684
17125058,4,4,4498,4,34231833,-119088739,43996,97089,1,1996,858132
17125334,4.5,4,4693,4,34250784,-119083558,47850,97089,1,2002,1452433
17124541,4.5,4,5234,4,34238285,-119082781,71002,97089,1,2008,1574518
17125251,3,4,3372,4,34241474,-119074964,33715,97089,1,1985,1071439
17125245,2,3,3280,4,34241684,-119072978,42119,97089,1,1984,1145615
17124811,5,3,4045,4,34230333,-119075990,53983,97089,1,1986,1612361
17125622,2.5,3,2255,4,34239903,-119027747,19182,97089,1,1960,566435
17125380,3,3,3196,4,34247666,-119084882,43935,97089,1,1996,1029076
17125214,3.5,3,3650,4,34243469,-119069523,26697,97089,1,1987,876734
17104727,3.5,3,3711,4,34245223,-119067942,44000,97089,1,1993,759295
17125042,3.5,3,3697,4,34231709,-119097305,45738,97089,1,1996,1105077
17122895,3.5,3,4482,4,34242750,-119052702,124210,97089,1,1996,763138
17122999,3,3,1906,4,34237007,-119044060,20768,97089,1,1945,270843
17124818,4,3,4409,4,34227965,-119076109,65340,97089,1,2004,1801827
17104714,3.5,3,3677,4,34247737,-119067131,47480,97089,1,1989,1205000
17105456,3,3,2163,4,34248565,-119087322,93654,97089,1,1974,199574
17104709,3.5,3,4910,4,34246350,-119069238,44000,97089,1,1987,1346923
17122931,2,3,2506,4,34243146,-119047694,28314,97089,1,1987,779237
17124644,2.5,3,2203,4,34234526,-119080307,32670,97089,1,1979,885000
17125072,3.5,3,3675,4,34236137,-119086183,43560,97089,1,1997,1300000
17124921,3.5,3,3993,4,34228811,-119100137,43560,97089,1,1999,1237876
17125798,1.5,3,2007,4,34243816,-119024651,31200,97089,1,1946,310666
17125064,3,3,4339,4,34230920,-119086537,45738,97089,1,2001,913614
17104700,3.5,3,3201,4,34250226,-119068115,79927,97089,1,1979,979619
17104556,1.5,3,2565,4,34251098,-119065924,24096,97089,1,1966,142577
17125284,3.5,3,4621,4,34239825,-119079203,43135,97089,1,1988,1038573
17104232,2,3,3033,4,34250323,-119076845,49582,97089,1,1970,385591
17124890,3.5,2,4620,4,34240677,-119063590,47480,97089,1,1982,852990
17123480,1,2,1424,4,34242368,-119043259,20000,97089,1,1956,329098
17128029,2.5,2,2974,4,34238994,-119060377,27326,97089,1,1999,472204
17130859,1,2,1014,4,34218769,-119035288,7500,97089,1,1918,336438
17125078,4,2,5736,4,34233259,-119081475,57064,97089,1,2003,1575202
17125381,3,2,4517,4,34247390,-119084362,43935,97089,1,1990,1650000
17126200,2,2,2230,4,34247184,-119047128,54186,97089,1,1976,229922
17207799,5,7,5254,4,34250555,-118896149,43560,97091,1,1990,860294
17208840,7.5,6,12086,4,34249708,-118876229,114395,97091,1,2006,3631311
17144641,5.5,6,4834,4,34241682,-118994903,34694,97091,1,2005,1197265
17209460,4.5,6,5052,4,34234259,-118902037,55321,97091,1,1991,1827449
17208025,5.5,6,4329,4,34249221,-118901881,98445,97091,1,1989,1280524
17144570,5.5,5,5127,4,34243844,-118992709,20044,97091,1,2004,1309000
17144593,5.5,5,5127,4,34240206,-118992527,40771,97091,1,2004,1215460
17144699,5.5,5,4834,4,34237914,-118999341,44870,97091,1,2004,1493194
17215138,5.5,5,5401,4,34242450,-118922378,52708,97091,1,1991,974474
17209570,4.5,5,6806,4,34234033,-118912175,48352,97091,1,1996,1090610
17132138,4.5,5,3520,4,34243246,-118991625,43560,97091,1,1985,1069000
17208769,6.5,5,6743,4,34251742,-118871155,440392,97091,1,1996,1431291
17144588,5.5,5,5127,4,34241020,-118992443,20385,97091,1,2004,1311000
17144657,5.5,5,4819,4,34239448,-118994110,23335,97091,1,2004,1347856
17144680,5.5,5,5169,4,34239516,-118997295,21174,97091,1,2005,1212128
17143996,4.5,5,3677,4,34233923,-118980469,84509,97091,1,1990,994680
17144612,5.5,5,5127,4,34240242,-118991924,22773,97091,1,2004,1384652
17144636,5.5,5,4834,4,34242789,-118994217,29166,97091,1,2005,1438000
17207715,4.5,5,4328,4,34250146,-118922301,257874,97091,1,1988,821707
17207753,4.5,5,5288,4,34254611,-118897224,257004,97091,1,1989,510065
17208044,4,5,4470,4,34239319,-118900472,55757,97091,1,1984,891487
17209540,6,5,6441,4,34234465,-118913976,44867,97091,1,1999,2018714
17207941,4.5,5,5278,4,34244118,-118897215,224770,97091,1,1991,312680
17144696,5.5,5,5181,4,34238710,-118994720,39274,97091,1,2004,1325481
17144396,5,5,5451,4,34244016,-118971460,20793,97091,1,2003,1210951
17144674,5.5,5,5180,4,34241029,-118997749,49064,97091,1,2004,1506000
17144652,5.5,5,5169,4,34239955,-118994908,21693,97091,1,2004,1585000
17143991,4.5,5,3677,4,34232037,-118978680,27060,97091,1,1990,989129
17208788,4.5,5,4977,4,34253553,-118869903,904741,97091,1,1996,936618
17144607,5.5,5,5127,4,34238701,-118990529,56029,97091,1,2004,1172180
17144631,5.5,5,5169,4,34242004,-118995893,24301,97091,1,2005,1309530
17144598,6.5,5,5258,4,34238467,-118992763,29647,97091,1,2003,1363000
17209535,5.5,5,5333,4,34236513,-118914005,43560,97091,1,1997,1332524
17144576,5.5,5,5127,4,34241763,-118991892,76541,97091,1,2004,1492417
17144691,5.5,5,5169,4,34238492,-118996509,31833,97091,1,2004,1583162
17144712,5.5,5,5169,4,34237637,-118997258,66647,97091,1,2004,1417526
17144647,5.5,5,5169,4,34239963,-118995450,20624,97091,1,2004,1489751
17144625,5.5,5,5169,4,34243588,-118995239,20855,97091,1,2005,1432541
17144594,5.5,5,5127,4,34239463,-118992202,47817,97091,1,2004,1263000
17144686,5.5,5,5169,4,34237908,-118995057,22724,97091,1,2004,1263213
17144642,5.5,5,4648,4,34241470,-118995216,28379,97091,1,2005,1399000
17144274,4.5,5,3504,4,34238180,-118969445,42854,97091,1,1997,646204
17208843,6,5,5989,4,34250202,-118873524,90419,97091,1,2004,2182786
17144252,4,5,4146,4,34239221,-118969366,30732,97091,1,1990,960222
17144700,5.5,5,5169,4,34238590,-118999039,29621,97091,1,2004,1129472
17208770,6,5,5866,4,34252315,-118868722,450410,97091,1,1993,1463495
17144566,5.5,5,5127,4,34244831,-118993365,30606,97091,1,2004,1278000
17144681,5.5,5,5628,4,34239937,-118997396,21378,97091,1,2004,1641000
17207904,3.5,5,4119,4,34247090,-118900608,43560,97091,1,1997,1133851
17144637,5.5,5,5169,4,34242769,-118993811,32968,97091,1,2005,1430000
17132148,5.5,5,5412,4,34243915,-118987536,43560,97091,1,1986,1754127
17144246,3.5,5,4316,4,34238914,-118967523,20093,97091,1,1989,770444
17215016,3.5,5,3200,4,34241065,-118916514,43560,97091,1,1989,838212
17209564,4,5,4614,4,34234285,-118912944,50530,97091,1,1997,1067130
17208662,5.5,5,8333,4,34239180,-118885666,128067,97091,1,2015,3458500
17207745,4.5,5,4974,4,34257097,-118902432,483245,97091,1,1997,1683000
17144653,5.5,5,5010,4,34240423,-118994929,34412,97091,1,2005,1395968
17144676,5.5,5,5169,4,34240241,-118997969,41452,97091,1,2004,1543000
17207709,5.5,5,5826,4,34250098,-118920976,223898,97091,1,1984,797149
17144632,4.5,5,5108,4,34242202,-118995641,24314,97091,1,2005,1543000
17208003,4,5,4466,4,34240918,-118893083,50965,97091,1,1982,1449746
17209559,5.5,5,6077,4,34236183,-118910596,50965,97091,1,1996,1854000
17144670,5.5,5,4914,4,34241610,-118996377,21710,97091,1,2005,1220146
17144617,5.5,4,5765,4,34244500,-118995105,43500,97091,1,2005,1299770
17132152,3.5,4,3697,4,34243049,-118988140,43560,97091,1,1986,1314748
17144251,3,4,3380,4,34239492,-118969193,31074,97091,1,1989,641421
17188051,3,4,2655,4,34208310,-119023251,6619,97091,1,2005,700000
17207991,3.5,4,3690,4,34241166,-118897253,47916,97091,1,1987,766288
17207946,3,4,3489,4,34245556,-118895688,46174,97091,1,1989,753775
17144401,3.5,4,3914,4,34243737,-118968863,21998,97091,1,1998,1039190
17207924,4,4,5075,4,34242807,-118899126,126324,97091,1,1980,807223
17207787,4.5,4,5031,4,34250822,-118894040,233917,97091,1,2003,1786840
17207903,4,4,3773,4,34247279,-118900081,43996,97091,1,1988,1105081
17209482,4.5,4,4766,4,34237263,-118902746,50530,97091,1,1988,1659014
17214931,3,4,2440,4,34240079,-118923094,27859,97091,1,1976,721596
17208007,3,4,3057,4,34239881,-118895047,58486,97091,1,1982,560627
17208660,4,4,5558,4,34238362,-118884288,224770,97091,1,1991,1408474
17207986,3,4,3501,4,34242793,-118892408,52272,97091,1,1982,939105
17214957,3.5,4,4013,4,34243260,-118925921,43996,97091,1,1991,804054
17207782,3,4,3173,4,34252599,-118894712,350222,97091,1,1984,1160072
17207898,2.5,4,2674,4,34245930,-118898558,46610,97091,1,1980,545328
17188062,3,4,2655,4,34207874,-119021226,7778,97091,1,2005,681820
17209581,4.5,4,4221,4,34237014,-118912110,43560,97091,1,1999,1309950
17207981,3,4,3501,4,34241608,-118893908,47916,97091,1,1982,797877
17132100,3,4,4158,4,34240065,-118986341,26449,97091,1,1991,789174
17208620,3.5,4,3760,4,34243320,-118873538,104980,97091,1,1988,1209000
